,title
842,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
843,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
844,Manny & Lo (1996)
845,"Wife, The (1995)"
846,Small Faces (1996)
847,Bound (1996)
848,Carpool (1996)
849,Death in Brunswick (1991)
850,Kansas City (1996)
851,Gone Fishin' (1997)
852,Lover's Knot (1996)
853,Vive L'Amour (Ai qing wan sui) (1994)
854,Shadow of Angels (Schatten der Engel) (1976)
855,Killer: A Journal of Murder (1995)
856,Nothing to Lose (1994)
857,Supercop 2 (Project S) (Chao ji ji hua) (1993)
858,Girls Town (1996)
859,Bye-Bye (1995)
860,"Relic, The (1997)"
861,"Island of Dr. Moreau, The (1996)"
862,First Kid (1996)
863,"Trigger Effect, The (1996)"
864,Sweet Nothing (1996)
865,Bogus (1996)
866,Bulletproof (1996)
867,Talk of Angels (1998)
868,1-900 (06) (1994)
869,Baton Rouge (Bâton rouge) (1988)
870,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
871,Twelfth Night (1996)
872,Mother Night (1996)
873,Liebelei (1933)
874,Venice/Venice (1992)
875,Wild Reeds (Les roseaux sauvages) (1994)
876,For Whom the Bell Tolls (1943)
877,"Philadelphia Story, The (1940)"
878,Singin' in the Rain (1952)
879,"American in Paris, An (1951)"
880,Funny Face (1957)
881,Breakfast at Tiffany's (1961)
882,Vertigo (1958)
883,Rear Window (1954)
884,It Happened One Night (1934)
885,Gaslight (1944)
886,"Gay Divorcee, The (1934)"
887,North by Northwest (1959)
888,"Apartment, The (1960)"
889,Some Like It Hot (1959)
890,Charade (1963)
891,Casablanca (1942)
892,"Maltese Falcon, The (1941)"
893,My Fair Lady (1964)
894,Sabrina (1954)
895,Roman Holiday (1953)
896,"Little Princess, The (1939)"
897,Meet Me in St. Louis (1944)
898,"Wizard of Oz, The (1939)"
899,Gone with the Wind (1939)
900,My Favorite Year (1982)
901,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
902,Citizen Kane (1941)
903,2001: A Space Odyssey (1968)
904,Golden Earrings (1947)
905,All About Eve (1950)
906,"Women, The (1939)"
907,Rebecca (1940)
908,Foreign Correspondent (1940)
909,Notorious (1946)
910,Spellbound (1945)
911,"Affair to Remember, An (1957)"
912,To Catch a Thief (1955)
913,Father of the Bride (1950)
914,"Band Wagon, The (1953)"
915,Ninotchka (1939)
916,Love in the Afternoon (1957)
917,Gigi (1958)
918,"Reluctant Debutante, The (1958)"
919,"Adventures of Robin Hood, The (1938)"
920,"Mark of Zorro, The (1940)"
921,Laura (1944)
922,"Ghost and Mrs. Muir, The (1947)"
923,Lost Horizon (1937)
924,Top Hat (1935)
925,To Be or Not to Be (1942)
926,My Man Godfrey (1936)
927,Giant (1956)
928,East of Eden (1955)
929,"Thin Man, The (1934)"
930,His Girl Friday (1940)
931,Around the World in 80 Days (1956)
932,It's a Wonderful Life (1946)
933,Mr. Smith Goes to Washington (1939)
934,Bringing Up Baby (1938)
935,Penny Serenade (1941)
936,"Scarlet Letter, The (1926)"
937,Lady of Burlesque (1943)
938,Of Human Bondage (1934)
939,Angel on My Shoulder (1946)
940,Little Lord Fauntleroy (1936)
941,They Made Me a Criminal (1939)
942,"Inspector General, The (1949)"
943,Angel and the Badman (1947)
944,"39 Steps, The (1935)"
945,A Walk in the Sun (1945)
946,"Outlaw, The (1943)"
947,Night of the Living Dead (1968)
948,"African Queen, The (1951)"
949,Beat the Devil (1953)
950,Cat on a Hot Tin Roof (1958)
951,"Last Time I Saw Paris, The (1954)"
952,Meet John Doe (1941)
953,Algiers (1938)
954,Something to Sing About (1937)
955,"Farewell to Arms, A (1932)"
956,Moonlight Murder (1936)
957,Nothing Personal (1995)
958,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)"
959,Dangerous Ground (1997)
960,Picnic (1955)
961,Madagascar Skin (1995)
962,"Pompatus of Love, The (1996)"
963,Small Wonders (1995)
964,Fly Away Home (1996)
965,Bliss (1997)
966,Grace of My Heart (1996)
967,Brother of Sleep (Schlafes Bruder) (1995)
968,Maximum Risk (1996)
969,Michael Collins (1996)
970,"Rich Man's Wife, The (1996)"
971,Infinity (1996)
972,Big Night (1996)
973,Last Man Standing (1996)
974,Caught (1996)
975,Set It Off (1996)
976,2 Days in the Valley (1996)
977,Curdled (1996)
978,"Associate, The (Associé, L') (1979)"
979,Ed's Next Move (1996)
980,Extreme Measures (1996)
981,"Glimmer Man, The (1996)"
982,D3: The Mighty Ducks (1996)
983,"Chamber, The (1996)"
984,"Apple Dumpling Gang, The (1975)"
985,"Davy Crockett, King of the Wild Frontier (1955)"
986,Escape to Witch Mountain (1975)
987,"Love Bug, The (1969)"
988,Herbie Rides Again (1974)
989,Old Yeller (1957)
990,"Parent Trap, The (1961)"
991,Pollyanna (1960)
992,Homeward Bound: The Incredible Journey (1993)
993,"Shaggy Dog, The (1959)"
994,Swiss Family Robinson (1960)
995,That Darn Cat! (1965)
996,"20,000 Leagues Under the Sea (1954)"
997,Cool Runnings (1993)
998,Angels in the Outfield (1994)
999,Cinderella (1950)
1000,Winnie the Pooh and the Blustery Day (1968)
1001,"Three Caballeros, The (1945)"
1002,"Sword in the Stone, The (1963)"
1003,So Dear to My Heart (1949)
1004,Robin Hood: Prince of Thieves (1991)
1005,Mary Poppins (1964)
1006,Dumbo (1941)
1007,Pete's Dragon (1977)
1008,Bedknobs and Broomsticks (1971)
1009,Alice in Wonderland (1951)
1010,"Fox and the Hound, The (1981)"
1011,Freeway (1996)
1012,"Sound of Music, The (1965)"
1013,Die Hard (1988)
1014,"Lawnmower Man, The (1992)"
1015,Unhook the Stars (1996)
1016,Synthetic Pleasures (1995)
1017,"Secret Agent, The (1996)"
1018,Secrets & Lies (1996)
1019,That Thing You Do! (1996)
1020,To Gillian on Her 37th Birthday (1996)
1021,Surviving Picasso (1996)
1022,Love Is All There Is (1996)
1023,Beautiful Thing (1996)
1024,"Long Kiss Goodnight, The (1996)"
1025,"Ghost and the Darkness, The (1996)"
1026,Looking for Richard (1996)
1027,Trees Lounge (1996)
1028,"Proprietor, The (1996)"
1029,Normal Life (1996)
1030,Get on the Bus (1996)
1031,Shadow Conspiracy (1997)
1032,Jude (1996)
1033,Everyone Says I Love You (1996)
1034,Bitter Sugar (Azúcar amarga) (1996)
1035,William Shakespeare's Romeo + Juliet (1996)
1036,Swingers (1996)
1037,Sleepers (1996)
1038,"Sunchaser, The (1996)"
1039,Johns (1996)
1040,Five Angles on Murder (1950)
1041,Shall We Dance (1937)
1042,"Damsel in Distress, A (1937)"
1043,Crossfire (1947)
1044,"Murder, My Sweet (1944)"
1045,Macao (1952)
1046,For the Moment (1994)
1047,Willy Wonka & the Chocolate Factory (1971)
1048,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)"
1049,"Innocents, The (1961)"
1050,Sleeper (1973)
1051,Bananas (1971)
1052,"Fish Called Wanda, A (1988)"
1053,Monty Python's Life of Brian (1979)
1054,Victor/Victoria (1982)
1055,"Candidate, The (1972)"
1056,"Great Race, The (1965)"
1057,Bonnie and Clyde (1967)
1058,"Old Man and the Sea, The (1958)"
1059,Dial M for Murder (1954)
1060,Madame Butterfly (1995)
1061,Dirty Dancing (1987)
1062,Reservoir Dogs (1992)
1063,Platoon (1986)
1064,Weekend at Bernie's (1989)
1065,Basic Instinct (1992)
1066,"Doors, The (1991)"
1067,"Crying Game, The (1992)"
1068,Glengarry Glen Ross (1992)
1069,Sophie's Choice (1982)
1070,E.T. the Extra-Terrestrial (1982)
1071,"Search for One-eye Jimmy, The (1996)"
1072,"Christmas Carol, A (1938)"
1073,Days of Thunder (1990)
1074,Top Gun (1986)
1075,American Strays (1996)
1076,Rebel Without a Cause (1955)
1077,"Streetcar Named Desire, A (1951)"
1078,Children of the Corn IV: The Gathering (1996)
1079,"Leopard Son, The (1996)"
1080,Loser (1991)
1081,Charm's Incidents (Charms Zwischenfälle) (1996)
1082,Bird of Prey (1996)
1083,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
1084,Palookaville (1996)
1085,"Associate, The (1996)"
1086,"Funeral, The (1996)"
1087,Sleepover (1995)
1088,"Single Girl, A (Fille seule, La) (1995)"
1089,"Eighth Day, The (Huitième jour, Le) (1996)"
1090,North Star (a.k.a. Tashunga) (1995)
1091,Drunks (1995)
1092,"People vs. Larry Flynt, The (1996)"
1093,Glory Daze (1995)
1094,Plutonium Circus (1995)
1095,"Perfect Candidate, A (1996)"
1096,On Golden Pond (1981)
1097,"Return of the Pink Panther, The (1975)"
1098,Drop Dead Fred (1991)
1099,"Abyss, The (1989)"
1100,"Fog, The (1980)"
1101,Escape from New York (1981)
1102,"Howling, The (1980)"
1103,Jean de Florette (1986)
1104,Manon of the Spring (Manon des sources) (1986)
1105,Talking About Sex (1994)
1106,Johnny 100 Pesos (Johnny cien pesos) (1993)
1107,Private Benjamin (1980)
1108,Monty Python and the Holy Grail (1975)
1109,Hustler White (1996)
1110,Dadetown (1995)
1111,Everything Relative (1996)
1112,Entertaining Angels: The Dorothy Day Story (1996)
1113,Last Call (Hoogste tijd) (1995)
1114,Get Over It (1996)
1115,Three Lives and Only One Death (Trois vies & une seule mort) (1996)
1116,"Line King: The Al Hirschfeld Story, The (1996)"
1117,Snowriders (1996)
1118,Curtis's Charm (1995)
1119,When We Were Kings (1996)
1120,Wallace & Gromit: The Wrong Trousers (1993)
1121,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994)
1122,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
1123,Lesson Faust (1994)
1124,He Walked by Night (1948)
1125,Raw Deal (1948)
1126,T-Men (1947)
1127,"Invitation, The (Zaproszenie) (1986)"
1128,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)"
1129,"Symphonie pastorale, La (1946)"
1130,Here Comes Cookie (1935)
1131,Love in Bloom (1935)
1132,Six of a Kind (1934)
1133,"Tin Drum, The (Blechtrommel, Die) (1979)"
1134,"Ruling Class, The (1972)"
1135,Mina Tannenbaum (1994)
1136,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967)
1137,"Bloody Child, The (1996)"
1138,Farmer & Chase (1997)
1139,Dear God (1996)
1140,Bad Moon (1996)
1141,American Dream (1990)
1142,Best of the Best 3: No Turning Back (1995)
1143,Bob Roberts (1992)
1144,Cinema Paradiso (Nuovo cinema Paradiso) (1989)
1145,"Cook the Thief His Wife & Her Lover, The (1989)"
1146,Dead Tired (Grosse Fatigue) (1994)
1147,Delicatessen (1991)
1148,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
1149,Enchanted April (1992)
1150,Paths of Glory (1957)
1151,"Grifters, The (1990)"
1152,Hear My Song (1991)
1153,"Shooter, The (1997)"
1154,"English Patient, The (1996)"
1155,Mediterraneo (1991)
1156,My Left Foot (1989)
1157,"Sex, Lies, and Videotape (1989)"
1158,Passion Fish (1992)
1159,Strictly Ballroom (1992)
1160,"Thin Blue Line, The (1988)"
1161,Tie Me Up! Tie Me Down! (¡Átame!) (1990)
1162,Madonna: Truth or Dare (1991)
1163,Paris Is Burning (1990)
1164,One Flew Over the Cuckoo's Nest (1975)
1165,Cheech and Chong's Up in Smoke (1978)
1166,Star Wars: Episode V - The Empire Strikes Back (1980)
1167,"Princess Bride, The (1987)"
1168,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
1169,Brazil (1985)
1170,Aliens (1986)
1171,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
1172,Withnail & I (1987)
1173,12 Angry Men (1957)
1174,Lawrence of Arabia (1962)
1175,"Clockwork Orange, A (1971)"
1176,To Kill a Mockingbird (1962)
1177,Apocalypse Now (1979)
1178,Once Upon a Time in the West (C'era una volta il West) (1968)
1179,Star Wars: Episode VI - Return of the Jedi (1983)
1180,"Wings of Desire (Himmel über Berlin, Der) (1987)"
1181,"Third Man, The (1949)"
1182,Goodfellas (1990)
1183,Alien (1979)
1184,Army of Darkness (1993)
1185,"Big Blue, The (Grand bleu, Le) (1988)"
1186,Ran (1985)
1187,"Killer, The (Die xue shuang xiong) (1989)"
1188,Psycho (1960)
1189,"Blues Brothers, The (1980)"
1190,"Godfather: Part II, The (1974)"
1191,Full Metal Jacket (1987)
1192,"Grand Day Out with Wallace and Gromit, A (1989)"
1193,Henry V (1989)
1194,Amadeus (1984)
1195,"Quiet Man, The (1952)"
1196,Once Upon a Time in America (1984)
1197,Raging Bull (1980)
1198,Annie Hall (1977)
1199,"Right Stuff, The (1983)"
1200,Stalker (1979)
1201,"Boot, Das (Boat, The) (1981)"
1202,"Sting, The (1973)"
1203,Harold and Maude (1971)
1204,Trust (1990)
1205,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
1206,Local Hero (1983)
1207,"Terminator, The (1984)"
1208,Dead Alive (Braindead) (1992)
1209,Glory (1989)
1210,Rosencrantz and Guildenstern Are Dead (1990)
1211,Manhattan (1979)
1212,Miller's Crossing (1990)
1213,Dead Poets Society (1989)
1214,"Graduate, The (1967)"
1215,Touch of Evil (1958)
1216,"Femme Nikita, La (Nikita) (1990)"
1217,"Bridge on the River Kwai, The (1957)"
1218,8 1/2 (8½) (1963)
1219,Chinatown (1974)
1220,"Day the Earth Stood Still, The (1951)"
1221,"Treasure of the Sierra Madre, The (1948)"
1222,Bad Taste (1987)
1223,Duck Soup (1933)
1224,Better Off Dead... (1985)
1225,"Shining, The (1980)"
1226,Stand by Me (1986)
1227,M (1931)
1228,Evil Dead II (Dead by Dawn) (1987)
1229,"Great Escape, The (1963)"
1230,"Deer Hunter, The (1978)"
1231,Diva (1981)
1232,Groundhog Day (1993)
1233,Unforgiven (1992)
1234,"Manchurian Candidate, The (1962)"
1235,Pump Up the Volume (1990)
1236,Arsenic and Old Lace (1944)
1237,Back to the Future (1985)
1238,Fried Green Tomatoes (1991)
1239,Patton (1970)
1240,Down by Law (1986)
1241,Akira (1988)
1242,Highlander (1986)
1243,Cool Hand Luke (1967)
1244,Cyrano de Bergerac (1990)
1245,Young Frankenstein (1974)
1246,Night on Earth (1991)
1247,Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
1248,"Great Dictator, The (1940)"
1249,Fantasia (1940)
1250,High Noon (1952)
1251,"Big Sleep, The (1946)"
1252,Heathers (1989)
1253,Somewhere in Time (1980)
1254,Ben-Hur (1959)
1255,This Is Spinal Tap (1984)
1256,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
1257,Some Kind of Wonderful (1987)
1258,Indiana Jones and the Last Crusade (1989)
1259,Being There (1979)
1260,Gandhi (1982)
1261,"Unbearable Lightness of Being, The (1988)"
1262,"Room with a View, A (1986)"
1263,Real Genius (1985)
1264,Pink Floyd: The Wall (1982)
1265,"Killing Fields, The (1984)"
1266,My Life as a Dog (Mitt liv som hund) (1985)
1267,Forbidden Planet (1956)
1268,Field of Dreams (1989)
1269,"Man Who Would Be King, The (1975)"
1270,Butch Cassidy and the Sundance Kid (1969)
1271,"Paris, Texas (1984)"
1272,Until the End of the World (Bis ans Ende der Welt) (1991)
1273,When Harry Met Sally... (1989)
1274,I Shot a Man in Vegas (1995)
1275,Parallel Sons (1995)
1276,Hype! (1996)
1277,Santa with Muscles (1996)
1278,Female Perversions (1996)
1279,Mad Dog Time (1996)
1280,Breathing Room (1996)
1281,Paris Was a Woman (1995)
1282,Anna (1996)
1283,I'm Not Rappaport (1996)
1284,Blue Juice (1995)
1285,Kids of Survival (1996)
1286,Alien³ (a.k.a. Alien 3) (1992)
1287,"American Werewolf in London, An (1981)"
1288,Amityville 1992: It's About Time (1992)
1289,Amityville 3-D (1983)
1290,Amityville: Dollhouse (1996)
1291,Amityville: A New Generation (1993)
1292,Amityville II: The Possession (1982)
1293,"Amityville Horror, The (1979)"
1294,"Amityville Curse, The (1990)"
1295,Blood for Dracula (Andy Warhol's Dracula) (1974)
1296,April Fool's Day (1986)
1297,Audrey Rose (1977)
1298,"Believers, The (1987)"
1299,"Birds, The (1963)"
1300,"Blob, The (1958)"
1301,Blood Beach (1981)
1302,Body Parts (1991)
1303,"Body Snatcher, The (1945)"
1304,Dracula (Bram Stoker's Dracula) (1992)
1305,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)"
1306,Burnt Offerings (1976)
1307,Candyman (1992)
1308,Cape Fear (1991)
1309,Cape Fear (1962)
1310,Carrie (1976)
1311,Cat People (1982)
1312,"Nightmare on Elm Street, A (1984)"
1313,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
1314,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986)
1315,"Omen, The (1976)"
1316,Blood and Wine (Blood & Wine) (1996)
1317,Albino Alligator (1996)
1318,"Mirror Has Two Faces, The (1996)"
1319,Breaking the Waves (1996)
1320,Nightwatch (1997)
1321,Star Trek: First Contact (1996)
1322,Shine (1996)
1323,Sling Blade (1996)
1324,Jingle All the Way (1996)
1325,Identification of a Woman (Identificazione di una donna) (1982)
1326,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
1327,"Preacher's Wife, The (1996)"
1328,Zero Kelvin (Kjærlighetens kjøtere) (1995)
1329,Ridicule (1996)
1330,"Crucible, The (1996)"
1331,101 Dalmatians (1996)
1332,"Forbidden Christ, The (Cristo proibito, Il) (1950)"
1333,I Can't Sleep (J'ai pas sommeil) (1994)
1334,Die Hard 2 (1990)
1335,Star Trek: The Motion Picture (1979)
1336,Star Trek VI: The Undiscovered Country (1991)
1337,Star Trek V: The Final Frontier (1989)
1338,Star Trek II: The Wrath of Khan (1982)
1339,Star Trek III: The Search for Spock (1984)
1340,Star Trek IV: The Voyage Home (1986)
1341,Batman Returns (1992)
1342,Young Guns (1988)
1343,Young Guns II (1990)
1344,Grease (1978)
1345,Grease 2 (1982)
1346,Marked for Death (1990)
1347,Adrenalin: Fear the Rush (1996)
1348,"Substance of Fire, The (1996)"
1349,Under Siege (1992)
1350,Terror in a Texas Town (1958)
1351,Jaws (1975)
1352,Jaws 2 (1978)
1353,Jaws 3-D (1983)
1354,My Fellow Americans (1996)
1355,Mars Attacks! (1996)
1356,Citizen Ruth (1996)
1357,Jerry Maguire (1996)
1358,Raising Arizona (1987)
1359,Tin Men (1987)
1360,Sneakers (1992)
1361,Bastard Out of Carolina (1996)
1362,In Love and War (1996)
1363,Marvin's Room (1996)
1364,Somebody is Waiting (1996)
1365,Ghosts of Mississippi (1996)
1366,Night Falls on Manhattan (1996)
1367,Beavis and Butt-Head Do America (1996)
1368,La Cérémonie (1995)
1369,Scream (1996)
1370,"Last of the Mohicans, The (1992)"
1371,Michael (1996)
1372,"Evening Star, The (1996)"
1373,Hamlet (1996)
1374,Some Mother's Son (1996)
1375,"Whole Wide World, The (1996)"
1376,Mother (1996)
1377,"Thieves (Voleurs, Les) (1996)"
1378,Evita (1996)
1379,"Portrait of a Lady, The (1996)"
1380,Walkabout (1971)
1381,Message to Love: The Isle of Wight Festival (1996)
1382,Grateful Dead (1995)
1383,Murder at 1600 (1997)
1384,Hearts and Minds (1996)
1385,Inside (1996)
1386,Fierce Creatures (1997)
1387,Zeus and Roxanne (1997)
1388,Turbulence (1997)
1389,Angel Baby (1995)
1390,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
1391,Underworld (1996)
1392,Beverly Hills Ninja (1997)
1393,Metro (1997)
1394,The Machine (1994)
1395,"Stranger, The (1994)"
1396,Falling in Love Again (1980)
1397,"Cement Garden, The (1993)"
1398,Dante's Peak (1997)
1399,Meet Wally Sparks (1997)
1400,Amos & Andrew (1993)
1401,Benny & Joon (1993)
1402,Prefontaine (1997)
1403,"Tickle in the Heart, A (1996)"
1404,Guantanamera (1994)
1405,McHale's Navy (1997)
1406,Kolya (Kolja) (1996)
1407,Gridlock'd (1997)
1408,Fire on the Mountain (1996)
1409,Waiting for Guffman (1996)
1410,Prisoner of the Mountains (Kavkazsky plennik) (1996)
1411,"Beautician and the Beast, The (1997)"
1412,SubUrbia (1997)
1413,Hotel de Love (1996)
1414,"Pest, The (1997)"
1415,Fools Rush In (1997)
1416,Touch (1997)
1417,Absolute Power (1997)
1418,That Darn Cat (1997)
1419,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997)
1420,Unforgotten: Twenty-Five Years After Willowbrook (1996)
1421,That Old Feeling (1997)
1422,Lost Highway (1997)
1423,Rosewood (1997)
1424,Donnie Brasco (1997)
1425,Salut cousin! (1996)
1426,Booty Call (1997)
1427,Rhyme & Reason (1997)
1428,Boys Life 2 (1997)
1429,City of Industry (1997)
1430,Best Men (1997)
1431,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
1432,Kama Sutra: A Tale of Love (1996)
1433,Private Parts (1997)
1434,Love Jones (1997)
1435,"Saint, The (1997)"
1436,Smilla's Sense of Snow (1997)
1437,"Van, The (1996)"
1438,Crash (1996)
1439,"Daytrippers, The (1996)"
1440,Liar Liar (1997)
1441,"Quiet Room, The (1996)"
1442,Selena (1997)
